MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
4,4,50.0,6000.0,0,0,3,3,3,0,2,3,2,2,0,0,6.0,7.0,1929.0,1950.0,1,1,14,15,2,0.0,2,2,0,2,2,1,1,0.0,1,0.0,862.0,862.0,1,2,1,4,950.0,208.0,0.0,1158.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,1.0,3,3,1929.0,2,1.0,208.0,2,2,2,0.0,0.0,112.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2008.0,8,4
0,3,60.0,9060.0,0,0,3,3,3,4,2,7,0,2,0,2,5.0,6.0,1957.0,2006.0,3,1,13,14,1,98.0,2,2,2,-1,-1,0,0,0.0,0,0.0,0.0,0.0,1,4,1,4,1340.0,0.0,0.0,1340.0,0.0,0.0,1.0,0.0,3.0,1.0,2,7.0,6,1.0,3,1,1957.0,2,1.0,252.0,2,2,2,116.0,0.0,0.0,180.0,0.0,0.0,0,3,2,0.0,6.0,2007.0,8,4
13,3,75.0,10762.0,0,0,3,3,3,0,2,20,2,2,4,5,6.0,6.0,1980.0,1980.0,1,1,9,10,2,0.0,2,2,1,3,2,1,1,0.0,1,0.0,626.0,626.0,1,2,1,4,626.0,591.0,0.0,1217.0,0.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,1.0,2,1,1980.0,2,1.0,288.0,2,2,2,0.0,28.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2009.0,8,4
1,3,60.0,10800.0,0,2,3,3,3,4,2,17,2,2,0,2,5.0,6.0,1920.0,1950.0,3,1,11,12,2,0.0,2,2,0,2,2,1,3,821.0,1,0.0,299.0,1120.0,1,4,1,4,1130.0,0.0,0.0,1130.0,1.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,1.0,3,5,1970.0,1,2.0,720.0,2,2,2,229.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2006.0,8,4
0,3,70.0,7535.0,0,0,2,3,3,4,2,12,2,2,0,2,5.0,7.0,1958.0,1985.0,1,1,8,8,2,0.0,2,2,1,2,2,1,4,111.0,2,279.0,522.0,912.0,1,1,1,4,912.0,0.0,0.0,912.0,0.0,1.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,-1,1,1958.0,3,1.0,297.0,2,2,2,12.0,285.0,0.0,0.0,0.0,0.0,0,1,2,480.0,6.0,2007.0,8,4
0,3,60.0,6960.0,0,0,3,3,3,4,2,12,2,2,0,2,4.0,6.0,1970.0,1970.0,1,1,6,10,2,0.0,2,2,1,2,2,1,5,375.0,4,239.0,250.0,864.0,1,2,1,4,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,-1,5,1989.0,1,2.0,660.0,2,2,2,96.0,0.0,0.0,0.0,0.0,0.0,0,0,2,500.0,11.0,2009.0,8,4
1,4,71.0,6900.0,0,0,3,3,3,4,2,9,2,2,0,2,5.0,6.0,1940.0,1955.0,1,1,12,13,2,0.0,2,2,1,2,2,1,5,403.0,3,125.0,212.0,740.0,1,4,1,4,778.0,0.0,0.0,778.0,0.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,1.0,3,5,1966.0,3,1.0,924.0,4,4,2,0.0,25.0,0.0,0.0,0.0,0.0,0,0,2,0.0,2.0,2008.0,8,4
1,4,69.5,5890.0,0,0,3,3,3,0,2,9,2,2,0,2,6.0,8.0,1930.0,2007.0,1,1,13,14,2,0.0,3,3,0,2,2,3,5,538.0,1,0.0,278.0,816.0,1,4,1,4,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,-1,5,2002.0,1,1.0,432.0,2,2,2,0.0,0.0,96.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2008.0,8,4
1,3,69.5,8854.0,0,0,3,3,3,4,2,3,2,2,0,1,6.0,6.0,1916.0,1950.0,1,1,13,14,2,0.0,2,2,0,2,2,1,1,0.0,1,0.0,952.0,952.0,3,1,0,2,952.0,0.0,0.0,952.0,0.0,0.0,1.0,0.0,2.0,1.0,1,4.0,6,1.0,3,5,1916.0,1,1.0,192.0,1,0,1,0.0,98.0,0.0,0.0,40.0,0.0,0,0,2,0.0,5.0,2009.0,8,4
0,3,69.5,11341.0,0,0,2,3,3,4,2,19,2,2,0,2,5.0,6.0,1957.0,1996.0,3,1,13,14,1,180.0,2,2,1,3,2,1,5,1302.0,1,0.0,90.0,1392.0,1,2,1,4,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,1.0,3.0,1.0,2,5.0,4,1.0,3,5,1957.0,1,2.0,528.0,2,2,2,0.0,0.0,0.0,0.0,95.0,0.0,0,0,2,0.0,5.0,2010.0,8,4
6,4,50.0,5250.0,0,1,3,3,3,4,2,17,2,2,0,5,8.0,5.0,1872.0,1987.0,1,1,8,8,2,0.0,2,3,0,2,1,1,2,259.0,1,0.0,425.0,684.0,4,1,0,4,938.0,1215.0,205.0,2358.0,0.0,0.0,2.0,0.0,4.0,1.0,2,8.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,54.0,20.0,0.0,0.0,0.0,0,0,2,0.0,12.0,2008.0,8,4
0,3,120.0,10356.0,0,0,3,3,3,0,2,5,2,2,0,2,5.0,6.0,1975.0,1975.0,1,1,6,6,2,0.0,2,2,1,2,2,3,4,716.0,1,0.0,253.0,969.0,1,2,1,4,969.0,0.0,0.0,969.0,0.0,0.0,1.0,1.0,3.0,1.0,2,5.0,6,0.0,-1,1,1975.0,1,2.0,440.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,1.0,2007.0,8,4
0,3,69.5,9819.0,0,0,2,3,3,4,2,19,2,2,0,2,5.0,5.0,1967.0,1967.0,1,1,8,8,1,31.0,2,3,1,2,2,1,4,450.0,1,0.0,432.0,882.0,1,2,1,4,900.0,0.0,0.0,900.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,-1,5,1970.0,1,1.0,280.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,2.0,2010.0,8,4
15,4,60.0,10120.0,0,0,2,2,3,4,2,17,1,2,1,4,7.0,4.0,1910.0,1950.0,3,1,13,14,2,0.0,1,2,1,2,2,1,1,0.0,1,0.0,925.0,925.0,1,2,0,2,964.0,925.0,0.0,1889.0,0.0,0.0,1.0,1.0,4.0,2.0,2,9.0,6,1.0,3,5,1960.0,1,1.0,308.0,2,2,0,0.0,0.0,264.0,0.0,0.0,0.0,0,3,2,0.0,1.0,2007.0,8,4
15,4,60.0,11340.0,0,0,3,3,3,4,2,17,2,2,1,5,4.0,6.0,1885.0,1950.0,1,1,12,0,2,0.0,2,2,2,2,2,1,1,0.0,1,0.0,777.0,777.0,1,3,1,4,1246.0,1044.0,0.0,2290.0,0.0,0.0,2.0,0.0,4.0,2.0,2,11.0,6,0.0,-1,5,1971.0,1,2.0,560.0,2,2,0,0.0,0.0,114.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2010.0,8,4
4,3,60.0,8064.0,0,0,3,3,3,0,2,12,0,2,0,0,5.0,7.0,1949.0,2006.0,1,1,8,8,2,0.0,2,3,1,2,2,2,1,0.0,1,0.0,672.0,672.0,1,4,1,4,672.0,252.0,0.0,924.0,0.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,1.0,0,5,2003.0,1,2.0,576.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,2000.0,7.0,2007.0,8,4
0,3,79.0,10634.0,0,0,3,3,3,4,2,12,2,2,0,2,5.0,6.0,1953.0,1953.0,1,1,8,8,2,0.0,2,2,2,2,2,1,4,428.0,2,180.0,0.0,608.0,1,2,1,4,1319.0,0.0,0.0,1319.0,1.0,0.0,1.0,0.0,3.0,1.0,2,5.0,3,0.0,-1,1,1953.0,1,1.0,270.0,2,2,2,66.0,0.0,0.0,0.0,0.0,0.0,0,2,2,0.0,11.0,2009.0,8,4
0,3,60.0,7200.0,0,0,3,0,3,4,2,5,2,2,0,2,5.0,5.0,1972.0,1972.0,3,1,8,8,2,0.0,2,2,1,2,2,3,3,777.0,1,0.0,117.0,894.0,1,2,1,4,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,2,6.0,6,0.0,-1,5,1985.0,2,2.0,600.0,2,2,2,215.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2009.0,8,4
0,3,70.0,8294.0,0,0,3,3,3,4,2,12,2,2,0,2,4.0,5.0,1971.0,1971.0,1,1,8,8,2,0.0,2,2,1,2,2,1,1,0.0,1,0.0,858.0,858.0,1,2,1,4,872.0,0.0,0.0,872.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,-1,5,1974.0,1,4.0,480.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,0.0,6.0,2007.0,8,4
0,3,57.0,6420.0,0,0,2,3,3,4,2,7,2,2,0,2,5.0,7.0,1952.0,1952.0,1,1,13,14,2,0.0,2,2,2,4,3,2,2,210.0,5,551.0,219.0,980.0,1,1,1,3,1148.0,0.0,0.0,1148.0,0.0,1.0,1.0,0.0,2.0,1.0,2,6.0,6,0.0,-1,5,1952.0,1,1.0,308.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2006.0,8,4
0,3,60.0,8070.0,0,0,3,3,3,4,2,5,2,2,0,2,4.0,5.0,1994.0,1995.0,1,1,12,13,2,0.0,2,2,2,3,2,1,6,588.0,1,0.0,402.0,990.0,1,4,1,4,990.0,0.0,0.0,990.0,1.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2007.0,8,4
10,3,65.0,8944.0,0,0,3,3,3,4,2,12,2,2,2,2,5.0,5.0,1967.0,1967.0,1,1,9,10,2,0.0,2,2,1,2,2,1,1,0.0,1,0.0,1584.0,1584.0,1,2,1,4,1584.0,0.0,0.0,1584.0,0.0,0.0,2.0,0.0,4.0,2.0,2,8.0,4,0.0,-1,5,1967.0,1,3.0,792.0,2,2,2,0.0,152.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2009.0,8,4
0,3,71.0,9204.0,0,0,3,3,3,4,2,12,2,2,0,2,5.0,5.0,1963.0,1963.0,1,1,6,6,2,0.0,2,2,1,2,2,1,4,25.0,3,872.0,247.0,1144.0,1,2,1,4,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,-1,5,1962.0,1,1.0,336.0,2,2,2,0.0,88.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2008.0,0,4
0,3,60.0,8430.0,0,0,3,1,3,4,1,5,2,2,0,2,5.0,5.0,1978.0,1978.0,1,1,6,6,1,136.0,2,2,1,3,2,1,3,616.0,1,0.0,424.0,1040.0,1,2,1,4,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,3.0,1.0,2,5.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,8.0,2009.0,8,4
6,4,50.0,9000.0,0,2,3,3,3,0,2,17,0,2,0,5,5.0,6.0,1880.0,1991.0,1,1,12,13,2,0.0,2,2,0,1,1,1,1,0.0,1,0.0,636.0,636.0,1,2,1,3,1089.0,661.0,0.0,1750.0,0.0,0.0,1.0,0.0,3.0,1.0,4,8.0,6,0.0,-1,5,1937.0,1,1.0,240.0,1,0,0,0.0,0.0,293.0,0.0,0.0,0.0,0,3,2,0.0,6.0,2006.0,8,0
0,3,57.0,8280.0,0,0,2,3,3,4,2,12,2,2,0,2,6.0,5.0,1950.0,1950.0,1,1,3,3,2,0.0,2,2,1,2,2,1,1,0.0,1,0.0,932.0,932.0,1,4,1,3,932.0,0.0,0.0,932.0,0.0,0.0,1.0,0.0,2.0,1.0,3,4.0,6,1.0,3,1,1950.0,1,1.0,306.0,2,2,2,0.0,0.0,214.0,0.0,0.0,0.0,0,4,2,0.0,11.0,2007.0,8,4
0,3,76.0,8314.0,0,0,3,3,3,0,2,11,2,2,0,2,5.0,7.0,1982.0,1982.0,1,1,6,7,2,0.0,2,2,1,2,2,4,5,546.0,1,0.0,270.0,816.0,1,2,1,4,816.0,0.0,0.0,816.0,0.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,-1,1,1982.0,1,1.0,264.0,2,2,2,168.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,6.0,2007.0,8,4
0,3,80.0,9600.0,0,0,3,3,3,0,2,12,2,2,0,2,5.0,6.0,1959.0,1959.0,1,1,8,8,1,132.0,2,2,1,2,2,1,5,991.0,1,0.0,50.0,1041.0,1,4,1,4,1041.0,0.0,0.0,1041.0,1.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,1,1959.0,2,1.0,270.0,2,2,2,224.0,88.0,0.0,0.0,0.0,0.0,0,3,2,0.0,7.0,2009.0,8,4
0,3,70.0,8120.0,0,0,3,3,3,4,2,12,2,2,0,2,4.0,7.0,1970.0,1970.0,1,1,8,8,2,0.0,2,3,1,2,2,1,5,191.0,1,0.0,673.0,864.0,1,4,1,4,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,-1,5,1994.0,1,2.0,463.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2009.0,8,4
4,4,98.0,8820.0,0,0,3,3,3,0,2,17,2,2,0,0,5.0,6.0,1890.0,1996.0,3,1,12,13,2,0.0,2,2,0,2,2,1,2,1088.0,1,0.0,0.0,1088.0,1,2,1,4,1188.0,561.0,120.0,1869.0,0.0,0.0,1.0,0.0,2.0,1.0,2,7.0,6,0.0,-1,5,1963.0,1,2.0,456.0,2,2,2,48.0,0.0,244.0,0.0,0.0,0.0,0,1,2,0.0,9.0,2009.0,8,4
0,3,70.0,8521.0,0,0,3,3,3,2,2,19,1,2,0,2,5.0,5.0,1967.0,1967.0,1,1,6,6,2,0.0,2,2,1,2,2,1,5,842.0,1,0.0,70.0,912.0,1,2,1,4,912.0,0.0,0.0,912.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,1.0,1,5,1974.0,1,1.0,336.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,5.0,2010.0,8,4
1,4,84.0,11340.0,0,0,3,3,3,0,2,17,2,2,0,2,6.0,5.0,1923.0,1950.0,1,1,13,14,2,0.0,2,2,0,2,2,1,1,0.0,1,0.0,1200.0,1200.0,1,2,1,3,1200.0,0.0,0.0,1200.0,0.0,0.0,1.0,0.0,4.0,1.0,2,7.0,6,0.0,-1,5,1923.0,1,1.0,312.0,1,1,2,0.0,0.0,228.0,0.0,0.0,0.0,0,0,2,0.0,3.0,2006.0,8,3
10,4,70.0,9100.0,0,0,3,3,3,4,2,19,5,2,2,2,5.0,5.0,1963.0,1963.0,1,1,6,6,1,336.0,2,2,1,2,2,1,3,1332.0,1,0.0,396.0,1728.0,1,2,1,4,1728.0,0.0,0.0,1728.0,1.0,0.0,2.0,0.0,6.0,2.0,2,10.0,6,0.0,-1,5,1963.0,1,2.0,504.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,11.0,2006.0,4,0
13,4,24.0,2368.0,0,0,3,3,3,4,2,2,2,2,4,5,5.0,6.0,1970.0,1970.0,1,1,6,6,2,312.0,2,2,1,2,2,1,2,765.0,1,0.0,0.0,765.0,1,2,1,4,765.0,600.0,0.0,1365.0,0.0,0.0,1.0,1.0,3.0,1.0,2,7.0,2,0.0,-1,1,1970.0,1,2.0,440.0,2,2,2,0.0,36.0,0.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2009.0,8,4
0,3,99.0,7094.0,0,0,2,3,3,4,2,19,2,2,0,2,5.0,5.0,1966.0,1966.0,1,1,12,13,2,0.0,2,2,1,2,2,1,3,180.0,2,374.0,340.0,894.0,1,2,1,4,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,-1,5,1966.0,2,1.0,384.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,5.0,2007.0,8,4
11,3,50.0,7175.0,0,0,3,3,3,4,2,20,2,2,4,2,6.0,5.0,1984.0,1984.0,1,1,9,10,2,0.0,2,2,1,3,2,1,5,623.0,2,121.0,0.0,744.0,1,2,1,4,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,0.0,-1,1,1984.0,1,1.0,264.0,2,2,2,353.0,0.0,0.0,0.0,90.0,0.0,0,3,2,0.0,2.0,2010.0,8,4
0,4,49.0,8235.0,0,0,2,1,3,4,2,17,1,7,0,2,5.0,7.0,1955.0,1995.0,1,1,8,8,2,0.0,2,3,1,2,2,1,2,180.0,3,645.0,0.0,825.0,1,2,1,4,825.0,0.0,0.0,825.0,1.0,0.0,1.0,0.0,2.0,1.0,2,4.0,6,0.0,-1,5,1963.0,2,2.0,720.0,2,2,2,140.0,50.0,0.0,0.0,0.0,0.0,0,3,2,0.0,6.0,2008.0,8,4
4,4,60.0,9600.0,0,2,3,3,3,4,2,17,2,2,0,0,5.0,8.0,1925.0,1994.0,2,1,12,13,2,0.0,2,2,2,2,2,2,1,0.0,1,0.0,702.0,702.0,1,3,1,4,842.0,630.0,0.0,1472.0,0.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,-1,5,1925.0,1,1.0,250.0,2,1,1,0.0,0.0,84.0,0.0,0.0,0.0,0,2,2,0.0,7.0,2007.0,8,4
0,3,69.5,6173.0,0,0,2,3,3,4,2,19,2,2,0,2,5.0,6.0,1967.0,1967.0,1,1,6,14,1,75.0,2,2,1,2,2,1,6,599.0,1,0.0,277.0,876.0,1,2,1,4,902.0,0.0,0.0,902.0,0.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,1,1967.0,1,1.0,288.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,8.0,2007.0,8,4
4,4,60.0,7200.0,0,0,3,3,3,0,2,9,2,2,0,0,5.0,6.0,1938.0,1995.0,1,1,13,14,2,0.0,2,2,1,2,2,1,1,0.0,1,0.0,803.0,803.0,1,4,1,4,803.0,557.0,0.0,1360.0,0.0,0.0,1.0,1.0,2.0,1.0,3,6.0,6,0.0,-1,5,1951.0,1,1.0,297.0,2,2,2,0.0,65.0,190.0,0.0,0.0,0.0,0,3,2,0.0,7.0,2006.0,8,4
6,4,60.0,7740.0,0,0,3,3,3,4,2,17,2,2,0,5,4.0,7.0,1910.0,1950.0,1,1,12,13,2,0.0,2,2,1,1,2,1,1,0.0,1,0.0,622.0,622.0,1,3,1,4,741.0,622.0,0.0,1363.0,0.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,5,1966.0,1,2.0,528.0,2,2,2,0.0,0.0,0.0,0.0,168.0,0.0,0,0,2,0.0,6.0,2010.0,8,4
4,4,40.0,5436.0,0,0,3,3,3,4,2,9,2,2,0,0,4.0,8.0,1922.0,2007.0,1,1,12,13,2,0.0,2,3,0,2,2,1,4,735.0,1,0.0,61.0,796.0,1,3,1,4,796.0,358.0,0.0,1154.0,1.0,0.0,1.0,0.0,3.0,1.0,3,7.0,6,0.0,-1,5,1922.0,1,1.0,240.0,2,2,0,0.0,96.0,0.0,0.0,0.0,0.0,0,3,2,0.0,5.0,2010.0,8,4
4,3,60.0,8160.0,0,0,3,3,3,4,2,7,2,2,0,0,5.0,6.0,1940.0,1950.0,1,1,8,8,2,0.0,2,2,0,2,2,1,5,312.0,1,0.0,444.0,756.0,1,1,0,2,756.0,378.0,0.0,1134.0,1.0,0.0,1.0,1.0,3.0,1.0,2,7.0,6,0.0,-1,5,1940.0,1,1.0,240.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2007.0,8,1
0,3,65.0,8775.0,0,0,3,3,3,4,2,5,2,2,0,2,5.0,5.0,1994.0,1994.0,1,1,12,13,2,0.0,2,2,2,3,2,1,6,495.0,1,0.0,495.0,990.0,1,3,1,4,990.0,0.0,0.0,990.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,-1,1,1996.0,1,1.0,299.0,2,2,2,0.0,64.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2007.0,8,4
0,4,49.0,5820.0,0,0,3,3,3,4,2,17,2,2,0,2,3.0,8.0,1955.0,2005.0,1,1,12,13,2,0.0,2,3,1,2,2,1,5,256.0,1,0.0,906.0,1162.0,1,4,1,4,1163.0,0.0,0.0,1163.0,1.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,1,1955.0,1,1.0,220.0,1,2,2,142.0,98.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2006.0,8,4
0,3,80.0,8892.0,0,0,2,3,3,4,2,12,2,2,0,2,5.0,5.0,1960.0,1960.0,1,1,8,8,0,66.0,2,2,1,2,2,1,1,0.0,1,0.0,1065.0,1065.0,1,3,1,4,1065.0,0.0,0.0,1065.0,0.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,-1,5,1974.0,1,2.0,461.0,2,2,2,74.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2007.0,0,4
0,3,66.0,7742.0,0,0,3,3,3,4,2,19,2,2,0,2,5.0,7.0,1966.0,1966.0,1,1,6,6,2,0.0,2,2,1,2,2,1,4,763.0,1,0.0,192.0,955.0,1,4,1,4,955.0,0.0,0.0,955.0,1.0,0.0,1.0,0.0,3.0,1.0,2,6.0,6,0.0,-1,1,1966.0,1,1.0,386.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,1.0,2007.0,8,4
8,3,70.0,7910.0,0,0,3,3,3,4,2,12,2,2,0,7,5.0,5.0,1960.0,1960.0,3,1,3,6,2,0.0,2,2,1,2,2,1,5,666.0,1,0.0,409.0,1075.0,1,3,1,4,1507.0,0.0,0.0,1507.0,0.0,0.0,2.0,0.0,4.0,1.0,2,7.0,0,0.0,-1,2,1960.0,1,1.0,404.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,0.0,8.0,2008.0,8,4
4,3,50.0,5000.0,0,1,3,3,3,4,2,18,2,2,0,0,5.0,6.0,1924.0,1950.0,1,1,3,14,2,0.0,2,2,0,2,2,1,2,218.0,1,0.0,808.0,1026.0,1,2,1,4,1026.0,665.0,0.0,1691.0,0.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,1.0,3,5,1924.0,1,1.0,308.0,2,2,2,0.0,0.0,242.0,0.0,0.0,0.0,0,0,2,0.0,5.0,2010.0,8,4
4,3,92.0,7438.0,0,0,2,3,3,4,2,3,6,1,0,0,5.0,8.0,1908.0,1991.0,1,1,0,10,2,0.0,2,2,2,1,2,1,1,0.0,1,0.0,504.0,504.0,1,3,1,4,936.0,316.0,0.0,1252.0,0.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,-1,1,1986.0,1,2.0,576.0,2,2,2,104.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,6.0,2006.0,8,4
4,4,50.0,8635.0,0,0,3,3,3,4,2,3,2,2,0,0,5.0,5.0,1948.0,2001.0,1,1,13,14,2,0.0,2,2,1,2,2,1,4,336.0,6,41.0,295.0,672.0,1,2,1,4,1072.0,213.0,0.0,1285.0,1.0,0.0,1.0,0.0,2.0,1.0,2,6.0,2,0.0,-1,5,1948.0,1,1.0,240.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,1.0,2008.0,8,4
13,4,41.0,2665.0,0,0,3,3,3,4,2,10,2,2,4,5,5.0,6.0,1977.0,1977.0,1,1,5,5,2,0.0,2,2,2,2,2,1,5,548.0,3,173.0,36.0,757.0,1,4,1,4,925.0,550.0,0.0,1475.0,0.0,0.0,2.0,0.0,4.0,1.0,2,6.0,6,1.0,2,1,1977.0,2,1.0,336.0,2,2,2,104.0,26.0,0.0,0.0,0.0,0.0,0,0,2,0.0,7.0,2006.0,8,4
0,3,69.5,6897.0,0,0,2,3,3,0,2,19,2,2,0,2,5.0,8.0,1962.0,2010.0,1,1,6,6,2,0.0,2,3,1,2,2,1,5,659.0,1,0.0,381.0,1040.0,1,4,1,4,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,1.0,3.0,1.0,2,6.0,6,0.0,-1,5,1962.0,1,1.0,260.0,2,2,2,0.0,104.0,0.0,0.0,0.0,0.0,0,0,2,0.0,4.0,2010.0,8,4
0,3,70.0,9100.0,0,0,3,3,3,4,2,12,2,2,0,2,6.0,6.0,1959.0,1959.0,3,1,13,14,2,0.0,2,2,1,2,2,1,3,612.0,1,0.0,252.0,864.0,1,4,1,4,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,-1,5,2008.0,1,1.0,300.0,4,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,450.0,10.0,2009.0,8,4
15,3,62.0,10106.0,0,0,3,3,3,4,2,7,2,2,1,0,5.0,7.0,1940.0,1999.0,1,1,13,14,2,0.0,2,3,0,2,2,1,5,351.0,3,181.0,112.0,644.0,1,3,1,4,808.0,547.0,0.0,1355.0,1.0,0.0,2.0,0.0,4.0,2.0,2,6.0,6,0.0,-1,1,1979.0,0,0.0,0.0,-1,-1,2,140.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,9.0,2008.0,8,4
11,3,53.0,4043.0,0,0,3,3,3,4,2,13,2,2,4,2,6.0,5.0,1977.0,1977.0,1,1,9,10,2,0.0,2,2,1,3,2,1,5,360.0,1,0.0,709.0,1069.0,1,2,1,4,1069.0,0.0,0.0,1069.0,0.0,0.0,2.0,0.0,2.0,1.0,2,4.0,6,1.0,1,1,1977.0,2,2.0,440.0,2,2,2,0.0,55.0,0.0,0.0,165.0,0.0,0,0,2,0.0,7.0,2010.0,8,4
0,3,73.0,9855.0,0,0,3,3,3,0,2,7,2,2,0,2,6.0,5.0,1956.0,1956.0,3,1,13,14,2,0.0,2,2,1,2,2,1,1,0.0,1,0.0,1436.0,1436.0,1,1,1,4,1689.0,0.0,0.0,1689.0,0.0,0.0,1.0,0.0,3.0,1.0,2,7.0,6,1.0,3,1,1956.0,1,2.0,480.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2,0.0,11.0,2009.0,0,4
